,"name","boundaryType","validTime","leftPlateId","rightPlateId","reconstructionPlateId","points"
2650,"Gamilaroi-Calliope intraoceanic SZ","SubductionZone","{'beginMa': 410.0, 'endMa': 380.1}",,,902014,"{5.2946014827,129.4089653711},{3.8860254127,137.2246628034},{2.6434805678,144.5058089444},{-1.2340031402,149.8884874021},{-6.9369746127,154.6830708108},{-12.0390867887,156.448268137},{-19.4793860967,156.0980187475},{-26.6458329859,154.8677195703},{-30.9461359944,151.9285651089}"
2651,"West Gondwana (Panthalassa) subduction zone","SubductionZone","{'beginMa': 341.0, 'endMa': 319.1}",,,701,"{-6.6986108482,-38.9980433933},{-8.1326543087,-38.9168954056},{-10.9954142597,-38.1956932325},{-14.2134526385,-37.1158894468},{-16.3382475296,-36.2802179491},{-20.400801234,-33.8888888508},{-23.9817141131,-28.0554918448},{-27.0095501448,-21.3804841524},{-29.3537902404,-15.921022669100001},{-32.9781174342,-11.1575933355},{-37.3045887875,-5.5318560899},{-41.8083469467,0.6734010779},{-44.8036477904,6.6520729151},{-47.5851117004,13.5003928537},{-47.3591625247,19.3584169404},{-50.443094217,29.7106160439},{-52.8101244629,40.3332709653},{-56.0755266515,54.0133836024},{-55.9730659291,63.1489866648},{-54.6755909035,71.9603143505}"
2652,"South China/Gondwanna Ridge","MidOceanRidge","{'beginMa': 390.0, 'endMa': 370.1}",602,801,,"{14.5504183613,137.6655203746},{15.1174433806,132.7892553804},{19.7595808454,118.4106203003},{14.8167843362,115.4577051849},{16.715567602,110.5636134667},{14.5063768484,109.5761881237},{17.114618824,101.5615992806},{15.3881949856,100.8669715726},{16.8434596059,95.9174816544},{18.0679096109,96.3394957923},{19.8861388844,90.2571409878},{22.2035722337,91.1267713095},{25.0176844513,80.3634705456}"
2653,"east of Alexander-Baltica MOR","MidOceanRidge","{'beginMa': 400.0, 'endMa': 395.1}",16111,302,,"{38.6261544165,-107.5988176783},{45.3826502733,-117.1877382008},{48.7139225929,-122.2187536597},{53.6123025995,-126.7143377335},{55.9583502959,-129.7700010918},{58.4760368923,-133.411701629}"
2654,"Alexander-Baltica early spreading","MidOceanRidge","{'beginMa': 400.0, 'endMa': 395.1}",16111,302,,"{55.4448769182,-131.0716706771},{56.3132577832,-128.4422131407},{58.987745126,-131.1912789783},{61.9108972116,-139.7557456753},{64.7457834778,-146.5577191034},{65.1966837709,-153.1277784241}"
2655,"Alexander Terrane-Baltica MOR","MidOceanRidge","{'beginMa': 400.0, 'endMa': 388.1}",16111,302,,"{66.819180011,-149.9239598363},{64.3193211374,-150.9306178335},{64.9650422956,-165.1584226349},{65.1029441276,-169.6495940832},{59.8207871357,162.4899054668}"
2656,"east of Alexander-Baltica MOR","MidOceanRidge","{'beginMa': 395.0, 'endMa': 319.1}",16111,302,,"{36.3965171501,-106.5010754792},{40.8687959692,-111.4692930175},{40.9243157486,-111.5669769628},{50.0863582522,-122.3612037866},{50.6539430093,-121.4351782738},{56.7240170617,-127.7426488289},{57.9620356521,-126.9158759241},{63.0674797577,-132.1037500924}"
2657,"Alexander-Baltica MOR","MidOceanRidge","{'beginMa': 395.0, 'endMa': 346.1}",16111,302,,"{57.2887288364,-124.0448186325},{59.0990130573,-127.4827227438},{61.7059923155,-131.3301432121},{64.1333485397,-136.7342879873},{64.8352235873,-135.8169852742},{68.296514676,-153.0140325599},{69.0746332038,-160.0427092798},{69.4239558406,177.701072195},{68.545979164,170.4382368404}"
2658,"Annamia Transform","Transform","{'beginMa': 330.0, 'endMa': 300.1}",,,604,"{-13.9792251827,99.7640767826},{-7.4533785835,100.5892696584},{-4.5934144614,100.5567745388},{1.1973650061,100.4791041747},{6.0858068298,99.5302369672},{9.2968454996,98.4347589947},{12.1033431312,97.6573797422},{16.4951796704,95.1006085753},{19.1907509127,93.6590851658},{22.1543630068,93.5795760873},{26.1211990507,95.431616404},{29.186468644,96.9013822445},{32.5431669805,98.0085175222},{34.3929660068,98.8466222547},{35.8261578327,100.2551790357},{36.7000502233,100.9199647306},{38.079569457,102.1036233503},{39.3516800103,103.0191892869},{41.4375016105,104.5227593432},{42.6702890839,105.4342294157},{45.5078051016,107.4182918074},{51.0127128399,110.8477493596}"
2659,"East Laurentia (Rheic)  subduction zone","SubductionZone","{'beginMa': 410.0, 'endMa': 400.1}",,,101,"{17.3312717817,-99.9704395158},{25.2556109884,-93.4125850135},{27.8816878549,-84.9355393582},{33.4180499492,-79.352360047},{36.2184795401,-74.523759419},{38.1411678755,-69.3138715045},{39.6918611613,-65.7870771957},{41.8662712404,-60.9544281191},{42.6031382025,-57.5467291695},{45.0409309316,-45.9743552475},{47.2933530171,-42.7659644143}"
2660,"East Laurentia (Rheic) SZ","SubductionZone","{'beginMa': 400.0, 'endMa': 380.1}",,,101,"{21.5652695686,-83.5170864943},{23.9547642717,-80.6550478351},{25.5473018171,-78.5030180752},{28.2410304693,-75.2965403899},{31.9564290083,-71.4792298936},{35.5449197754,-68.1597269792},{39.4922469839,-63.0965589445},{42.6031382024,-57.5467291695},{45.0409309316,-45.9743552475},{47.2933530171,-42.7659644143},{49.1042230146,-39.9142501713}"
2661,"Magnitogorsk MOR","MidOceanRidge","{'beginMa': 400.0, 'endMa': 379.1}",401,902003,,"{44.4578523347,172.684846241},{53.7780827501,173.6277237647},{53.8367950361,172.6563215506},{59.410430675,173.4271307884},{59.5379045648,172.3104731168},{64.9951436382,173.8849829254},{65.124428207,172.5423182546},{71.2204659402,174.0058113679},{71.2221123035,171.5356144908},{81.3693712691,170.347402763}"
2662,"Siberia-Laurussia MOR","MidOceanRidge","{'beginMa': 379.0, 'endMa': 370.1}",101,401,,"{65.6489218415,124.512560285},{68.5239714114,91.5253068728},{67.9274155752,91.7423222721},{64.8000956883,73.5407670845},{64.2831100369,74.1348205013},{61.3050201572,63.7628742193},{60.7915202762,64.3258129314},{57.4970162085,55.7075455843},{57.0210964125,56.3228641373},{52.6419844275,48.884502781},{52.1602150326,49.9213050792},{43.3588235984,40.6249068454}"
2663,"S.China-Gondwanna MOR","MidOceanRidge","{'beginMa': 370.0, 'endMa': 360.1}",701,602,,"{-13.3614369314,123.2556680328},{-9.8931919543,118.2973786345},{0.9754256585000001,109.65200649249999},{-1.2852108412,103.87643619400001},{3.2358079538,101.3568363458},{1.8377395994999999,99.0522449646},{8.0212342888,95.1084928753},{6.7290280015,93.2919762798},{11.3554620292,90.5661143706},{11.8881347935,91.7535083263},{16.8319919709,88.4072099396},{18.0458416934,90.7015792767},{27.2100941484,84.6853974118}"
2664,"Mid German Crystalline Rise SZ","SubductionZone","{'beginMa': 370.0, 'endMa': 360.1}",,,314,"{50.9543233178,22.8206279315},{49.0292738044,14.921457743},{48.5304105372,12.2776066137},{47.730899483900004,7.8541487994},{47.0913102134,4.394771189},{46.7835928992,-2.3604521347},{47.5748611949,-7.2941564057},{48.7997291939,-12.2753054542},{46.2261893499,-21.8680150083},{44.7757033692,-27.7220833284}"
2665,"S.China-Gondwana MOR","MidOceanRidge","{'beginMa': 360.0, 'endMa': 300.1}",701,602,,"{-14.1863928059,122.8500197748},{-9.8649387555,117.8817935374},{3.1260434813,108.6863016456},{-0.5511974177,104.7184385717},{2.839258827,100.9799317984},{4.2863774778,102.4758215309},{9.7523899472,96.5813873156},{8.8202810085,95.5263171106},{12.7759685359,92.3873284294},{13.924100857100001,93.4048125737},{18.3406739982,92.2329194554}"
2666,"Lizard/Giessen backarc SZ","SubductionZone","{'beginMa': 360.0, 'endMa': 340.1}",,,314,"{46.7766873317,-28.2702256148},{49.9024747027,-24.8947174077},{52.1962493863,-20.2979094884},{52.8443641255,-15.5044204455},{52.8463341464,-12.6683682402},{51.629040251,-10.1192954256},{50.82064471,-9.0017517479},{50.3949331303,-8.0747182029},{50.3323868164,-6.3159697816},{50.731729765,-3.8280083083000003},{51.2074595176,-1.6663208914},{51.0272951028,-0.4804142571},{50.2915230995,1.2392037461},{50.0065135847,2.2774228855},{49.8192369929,3.7027461174000003},{49.8669784415,5.2999285668},{50.1369393331,7.2091541084},{50.7858985046,9.0213447683},{51.7967033534,11.5606882894},{52.3171533935,14.4220101434},{52.2481082001,16.3807714936},{51.249793068,20.0593810235},{50.4078535177,22.1266519542}"
2667,"Slide Mountain Ocean rift","ContinentalRift","{'beginMa': 355.0, 'endMa': 348.1}",,,16104,"{67.6453358046,-165.4750390016},{66.5855177325,-157.875220613},{66.1474369323,-153.8812262337},{65.7279149182,-149.0765830042},{65.404772366,-143.1319380539},{65.0355522116,-136.9844713361},{62.8472689381,-131.4985146177},{61.7139050427,-128.5865120363},{58.9970549098,-125.3921039167},{51.5543317693,-118.8044540848},{51.3755881973,-120.0704088398},{49.9312274505,-119.121145432},{48.7663803977,-123.4455282141},{45.9170260363,-122.5842521519},{45.5412588617,-124.1306622249},{41.9135957578,-121.5423433333},{38.301685045,-118.3660181661},{35.1820629012,-116.6495228752},{30.1854394916,-112.8214295177}"
2668,"Slide Mountain Ocean MOR","MidOceanRidge","{'beginMa': 348.0, 'endMa': 269.1}",16104,101,,"{69.6493512349,-176.8283875448},{68.6847563147,-160.1862727419},{67.632592947,-153.393387007},{66.3678517438,-146.5915218802},{65.5694902854,-142.9019525603},{67.4472791414,-139.2417820216},{63.3000748146,-127.9734117625},{63.830192136,-126.2233508041},{53.0019102578,-114.3434050401},{52.7412517277,-115.7197222087}"
2669,"Slide Mountain Ocean rift","ContinentalRift","{'beginMa': 348.0, 'endMa': 344.1}",,,16104,"{51.8615006683,-118.3886519068},{49.3789718194,-117.6152590392},{49.1715218353,-123.7863030527},{45.8213246781,-123.0438303946},{45.3522802489,-124.6905026939},{41.9521295335,-121.6005939555},{38.3261265194,-118.0357748733},{36.7654287444,-117.0767725875},{33.4838186892,-115.2841226182},{31.4587029963,-114.0144874291}"
2670,"Slide Mountain Ocean MOR","MidOceanRidge","{'beginMa': 344.0, 'endMa': 269.1}",16104,101,,"{52.9910179707,-113.6792458619},{52.1405774981,-116.2995669584},{49.0311933494,-114.948105777},{48.6635971182,-117.3353256877},{48.0045054727,-120.2444213689},{43.7220689047,-116.9533688294},{43.4973715903,-117.8111198719},{36.4852831471,-112.7664907465},{32.7479127628,-111.4933387804}"
2671,"Siberia-NAM (Laurussia) MOR","MidOceanRidge","{'beginMa': 339.0, 'endMa': 319.1}",401,101,,"{78.5107538204,81.5280312437},{70.4887685282,70.3571099795},{67.6534869535,68.462975884},{67.4968974113,70.7321342569},{62.0697583629,67.5709620912},{61.8585111987,69.5393233347},{59.1491104538,68.6245071456},{59.0341493391,69.334540419},{55.4795012013,68.6895873872},{55.0465369881,71.599331211},{51.5812649313,70.806829642},{51.3139110334,73.6095757169},{46.5738029506,72.8052320861},{46.1239983784,72.7364935656}"
2672,,"SubductionZone","{'beginMa': 339.0, 'endMa': 319.1}",,,302,"{41.2179754284,36.6584492856},{41.5302195925,35.2874016182},{41.6855792944,32.590917321},{42.1351107692,27.6874087196},{42.1332326712,21.5454801731},{41.762546137,18.0574019496},{41.8380102773,14.9747460254}"
2673,"Lizard/Giessen backarc SZ","SubductionZone","{'beginMa': 340.0, 'endMa': 319.1}",,,305,"{52.646532748,-17.1519019505},{52.8443641255,-15.5044204455},{52.8463341464,-12.6683682402},{51.629040251,-10.1192954256},{50.82064471,-9.0017517479},{50.3949331303,-8.0747182029},{50.3323868164,-6.3159697816},{50.731729765,-3.8280083083000003},{51.2074595176,-1.6663208914},{51.0272951028,-0.4804142571},{50.2915230995,1.2392037461},{50.0065135847,2.2774228855},{49.8192369929,3.7027461174000003},{49.8669784415,5.2999285668},{50.1369393331,7.2091541084},{50.7858985046,9.0213447683},{51.7967033534,11.5606882894},{52.3171533935,14.4220101434},{52.2481082001,16.3807714936},{51.249793068,20.0593810235},{50.4078535177,22.1266519542}"
2674,"South Portuguese Zone SZ","SubductionZone","{'beginMa': 340.0, 'endMa': 335.1}",,,304,"{32.4102045763,-12.3613107715},{32.9509079377,-10.9578191814},{33.4144615806,-10.4325374564},{34.7125132328,-9.8161877601},{36.2322659776,-9.2278202441},{37.771379458,-9.0136619886}"
2675,"West Gondwana","Transform","{'beginMa': 390.0, 'endMa': 341.1}",,,701,"{-74.8381106365,62.2811669535},{-62.9787261158,53.8456425643},{-55.3255727219,52.5427025513},{-51.0632867601,51.5293262657},{-42.7694260114,50.8931731755}"
2676,"North China-Beishan SZ","SubductionZone","{'beginMa': 330.1, 'endMa': 300.1}",,,601,"{45.294484445,149.1930594686},{48.0800006559,138.7781918548},{48.7459044105,134.0186746952},{48.7134124762,128.6912751428},{47.1744431064,123.0495935065},{46.449650297,118.7385671948},{44.6935091346,109.52967063}"
2677,"Alexander-Baltica (Pangea) MOR","MidOceanRidge","{'beginMa': 319.0, 'endMa': 269.1}",16111,302,,"{77.9104818256,-158.4246016529},{76.2235887096,-141.1433807706},{73.5353234555,-128.1818750306},{70.1018299165,-118.5614198548},{69.489325178,-120.5814784098},{64.3703259639,-113.2137758423},{64.002811796,-114.7466300201},{59.2592932819,-107.4202265872},{53.0688350092,-100.9145306023},{51.6332820664,-100.2747582875},{48.5628181864,-98.2444559077},{47.5911217368,-97.0309621058}"
2678,"Turan transform","Transform","{'beginMa': 300.0, 'endMa': 275.1}",,,302,"{42.2291513362,25.7171601894},{41.4637469635,34.4451799562},{42.3583282191,39.8271693546},{42.4108866215,48.2017179309},{41.6073198829,55.6375562615},{39.9172267438,61.2714001775},{37.3896268821,64.7305428319},{31.3234387695,68.8174705115}"
2679,"Sibumasu-PNG transform","Transform","{'beginMa': 275.0, 'endMa': 250.1}",,,615,"{-11.6315838845,132.7602678101},{-8.3021291219,132.0651035072},{-2.9547460692,131.340058108},{2.2880214131,130.659328282},{8.0443852707,129.7212791875},{16.2475629587,128.1550656674}"
2680,"Vardar ocean ridge","MidOceanRidge","{'beginMa': 270.0, 'endMa': 250.1}",308,521,,"{52.8457777996,0.41589552760000004},{51.5519914792,7.6106204594},{48.5530268545,19.1079214752},{49.5580085203,19.9409435455},{48.5225860592,23.4556024048},{49.7299474747,24.6295077837},{47.2987182476,30.2404468699},{44.5257055013,35.9868815053},{38.3165816821,28.8696677961}"
2681,"Iran and Afghanistan (Cimmerian Terranes)-Arabia MOR","MidOceanRidge","{'beginMa': 270.0, 'endMa': 250.1}",506,701,,"{25.349307209,29.013509784},{28.0209336681,35.2124492942},{29.280996667,40.1987451072},{29.9009111475,43.0235854686},{28.9058651023,43.5634097131},{29.8795240383,49.2263993696},{27.3489893195,50.0513176785},{28.0492310012,54.9037779797},{28.1476127693,55.7039350936},{26.590655465,56.0677758401},{27.0875991186,61.618048302},{24.004127975,62.2964919443},{24.278653005,67.7718513445},{23.025999544,67.9689847133},{19.2234253494,68.3791995317}"
2682,"Lhasa and Qiangtang (Cimmerian Terranes)-India MOR","MidOceanRidge","{'beginMa': 270.0, 'endMa': 250.1}",606,701,,"{37.531324301,52.9137296285},{35.3535461797,64.4427026452},{35.6026847206,64.5188676123},{28.6670484485,81.8983154709},{28.0966054992,81.556596882},{24.2279282278,88.4112518951},{20.2368525767,94.9350721091}"
2683,"MesoTethys MOR (Sibumasu)","MidOceanRidge","{'beginMa': 270.0, 'endMa': 250.1}",606,701,,"{21.1071627236,92.6632219223},{27.7647426453,98.2797955205},{25.0818208906,103.1115361068},{26.6064079203,104.4026928105},{23.9967578852,109.25642746770001},{27.0508008556,112.2465454632},{23.9130293569,116.3910305858},{25.4429892809,117.8256345191},{23.3332466618,119.8624405086},{27.1084491186,127.7250683116},{26.5009297121,128.2357022686},{14.9011060813,136.9550132636}"
2684,"Transform SE of Indochina","Transform","{'beginMa': 280.0, 'endMa': 250.1}",,,602,"{9.8627192071,73.5782055595},{6.8851272202,86.9533333646},{3.5011250708,98.7671260966},{-0.6293012290000001,109.8829582398},{-4.2469043352,120.2628866701},{-9.2637340111,134.205161291}"
2685,"Paleotethys SZ under Rhodope and Pontides","SubductionZone","{'beginMa': 270.0, 'endMa': 250.1}",,,526,"{43.8118412831,21.8678526004},{43.2493706404,23.3575718115},{42.7301326476,27.1177758517},{42.5504386171,30.9712099253},{42.2328262302,36.6984544787},{41.8937700969,41.5028395854},{42.2870833117,56.4102512513}"
2686,"northern extension Yukon-Tanana SZ, closure of Slide Mountain Ocean","SubductionZone","{'beginMa': 269.0, 'endMa': 250.1}",,,16104,"{63.8944256245,-137.0661980932},{65.9516777449,-133.9323550377},{68.392232168,-125.412065709},{71.136000797,-109.8489606882},{72.8861118445,-87.0874557191},{72.0759335393,-67.8111422696},{70.969686682,-57.4346319057}"
2687,"East Klamath Orogenic Belt, initial collision of EK with NAM","OrogenicBelt","{'beginMa': 255.0, 'endMa': 250.1}",,,176,"{44.6957696792,-125.0921548293},{43.4545703758,-122.8127357716},{41.9636985785,-121.5623589395},{39.6373532015,-120.0221574491},{37.1964563608,-118.2836332482},{34.2827269317,-117.3197327655},{33.3288902191,-117.0313890736}"
2688,"Nuhetdavaa-Enshoo (Uliastai) sz","SubductionZone","{'beginMa': 320.0, 'endMa': 300.1}",,,430,"{41.8332257778,156.9140809891},{41.7022444037,147.6948989537},{41.6346951076,140.2767386947},{41.5830145116,132.7421008759},{41.2439832088,125.1346813266},{41.1701938322,115.5684147769},{40.7017274493,109.3040899299},{40.6723945203,104.794360849},{40.9868792263,96.8256314989},{39.9642707935,88.5100850727},{42.3270783449,72.0187833175},{41.4335069594,55.4766117358}"
2689,"SZ along eastern Gondwanaland","SubductionZone","{'beginMa': 410.0, 'endMa': 380.1}",,,801,"{5.7399692629,131.0446953872},{3.0375541386,138.5274615945},{0.2189600301,143.1671505804},{-2.8128418588,147.0241910204},{-6.5992665579,150.6965506551},{-13.0640531211,156.3628228276},{-16.4425599734,158.3812257661},{-20.3329972803,160.4063725002},{-27.1216901847,162.8818918527},{-30.3208688174,163.8273604037}"
2690,"Nuhetdavaa-Enshoo (Uliastai) sz","SubductionZone","{'beginMa': 269.0, 'endMa': 260.1}",,,430,"{41.5869805534,162.7801791003},{41.9417920878,153.6528141103},{41.861291336,146.8936252858},{41.4318748134,140.0802691265},{41.792496319,132.980625129},{41.3528842175,125.060686085},{41.1847565712,115.3410252987},{40.7706467026,109.8326354601},{40.9285695586,104.1241162713},{41.0509127883,99.1509500808},{41.1945445203,92.0539276666},{41.6605585719,85.1837957594},{41.4742176788,80.575645622},{38.8774245122,70.928546299}"
2691,"Mongol-Okhotsk subduction zone","SubductionZone","{'beginMa': 269.0, 'endMa': 260.1}",,,430,"{46.6234891734,68.4253317422},{48.0383099796,76.2029312231},{48.0043965792,83.9930521597},{50.212756054,90.5217414325},{50.5929602375,96.9255886441},{51.3930968971,104.9927679018},{52.1794623235,110.1561791679},{54.4217405807,123.7128438774},{55.1398612445,137.4709434496},{54.9630525435,144.6842008698},{54.3617775308,153.0610236891},{53.3500119936,160.3954280061},{53.2665050457,165.3342739748},{52.7103200221,169.1084313595}"
2692,"transform","Transform","{'beginMa': 290.0, 'endMa': 270.1}",,,401,"{55.1952721428,118.6525940223},{50.2995694121,113.5188653411},{46.1731289448,110.0653523347},{43.2969744348,107.0816402041},{38.7672813667,106.4210936413},{33.4156761118,105.6686073744},{32.0043256827,104.079144853},{28.6762860179,98.8622160711},{25.1954402042,92.0771856282},{23.0441953119,87.4150191407}"
2693,"Transform at northern margin of Alexander plate","Transform","{'beginMa': 269.0, 'endMa': 250.1}",,,16111,"{72.417057347,-129.1231335244},{74.0083630116,-85.4175477699},{54.7361247911,-30.867760441}"
2694,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 280.0, 'endMa': 250.1}",926,919,,"{-35.9289362305,-11.4218670223},{-40.4754540424,35.485177867},{-42.3151005637,35.7685931671},{-36.7595524428,65.3030890545},{-40.0620392805,67.9379490903},{0.5265919299,108.3494286513},{7.0540359384,112.6032126604}"
2695,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 270.0, 'endMa': 250.1}",902,919,,"{9.0665397299,87.2070782103},{-10.400180889,75.0779194164},{-27.1687009875,63.1428556483},{-25.4006406318,60.630016509},{-50.8018580469,28.13638763},{-48.2518914567,25.8117778075},{-54.2381644325,-26.8066676851},{-48.8096392577,-49.7383191999}"
2696,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 270.0, 'endMa': 250.1}",926,902,,"{-4.9877719661,31.0925947466},{-18.1735070224,23.2561127265},{-36.1164941051,13.5258860987},{-36.7411396976,15.2595604357},{-44.0102999473,10.9428766031},{-43.662049603,8.3936721027},{-60.9672025805,-5.6059307604},{-59.4352955002,-10.720467298199999},{-71.6609281805,-52.0874516546},{-68.777430728,-56.0122818759},{-66.4981038003,-105.9480815026},{-37.0478478359,-144.387715508}"
2697,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 295.0, 'endMa': 270.1}",926,902,,"{-40.1424367558,39.4974487377},{-52.6557790644,37.5482203797},{-52.2960159162,32.4187631064},{-83.0236857465,-67.7005471281},{-78.9831311371,-68.476051434},{-65.5948486514,-122.0395328354},{-64.1501743971,-116.8528399778},{-24.8015410696,-142.1524681602}"
2698,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 295.0, 'endMa': 270.1}",902,919,,"{-9.5734690686,88.100364763},{-22.4373193567,83.0430466479},{-35.8471132847,73.7377108961},{-34.3095375352,71.3498866975},{-46.3377582991,57.0195623312},{-49.1219703451,60.541993562},{-60.9426555363,21.1572596684},{-58.1092354067,20.4892450768},{-53.419124519,-31.7717980943},{-41.8750370084,-53.0529528022}"
2699,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 310.0, 'endMa': 295.1}",926,902,,"{-44.9903254807,53.6668327426},{-85.2844844271,-153.205315821},{-85.4196695961,-116.7738904722},{-63.5364736227,-127.6175189107},{-63.6899864686,-132.8604409242},{-27.6570352838,-134.6953983527}"
2700,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 310.0, 'endMa': 295.1}",902,919,,"{-26.5642273819,92.8367777495},{-31.2592745989,91.0220066347},{-49.2492899576,77.2871009731},{-47.2829027365,73.8191989038},{-63.3017655102,21.8374669086},{-66.0960779812,22.8678925368},{-44.3279731481,-43.5869109449},{-33.1727445086,-52.3925978915}"
2701,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 330.0, 'endMa': 310.1}",926,902,,"{-43.2031925005,75.2527928391},{-70.6274428759,108.6188121135},{-72.2995824523,99.5228735253},{-77.8422609212,-179.9619007324},{-74.0381457146,174.6144405479},{-61.6830340875,-147.0435601354},{-58.2722241841,-156.2167655806},{-38.306058704,-138.5291899099},{-39.3654241665,-135.4457317739},{-15.1986529458,-126.2540541856},{-12.0337969205,-125.4246407835}"
2702,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 330.0, 'endMa': 310.1}",902,919,,"{-29.0426982321,113.8229483389},{-40.613738808,112.6182005715},{-54.4659527104,107.9842409017},{-52.8224653093,102.3227235702},{-76.3856225991,44.9232455493},{-79.2662595718,46.5311150842},{-62.6934134696,-31.7378492482},{-39.5643057019,-44.082737333},{-39.695137397,-46.9006579788},{-25.5609193445,-49.0789708685}"
2703,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 350.0, 'endMa': 330.1}",926,902,,"{-55.0016606725,119.7336512688},{-64.0581872924,177.7608402064},{-59.3411248486,175.3060497581},{-49.8527658754,-154.1306731291},{-47.1881127976,-157.5930943773},{-29.6977220953,-139.5689749144},{-32.6327591681,-135.1811858248},{0.1272633889,-113.7373772934}"
2704,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 350.0, 'endMa': 330.1}",902,919,,"{-36.9023630266,135.0988070864},{-44.6366986178,135.9186019965},{-53.6711361123,137.4607280914},{-53.863956331,126.6158008301},{-81.9163966159,111.480331857},{-83.4786197775,139.1606573718},{-78.0048878091,-44.9746118456},{-35.4390691496,-44.2746166325}"
2705,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 360.0, 'endMa': 350.1}",926,902,,"{-51.4461683799,123.6570908998},{-59.2574021048,156.8778207358},{-57.8168049393,179.1348782637},{-53.2399100339,176.6805393571},{-44.4090431954,-153.7174183229},{-41.0400249947,-158.3177094883},{-24.8887714991,-138.723235234},{-27.3951433031,-135.2371253394},{-5.7502490932,-117.4893275882},{1.6679018968000001,-112.0238214716}"
2706,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 360.0, 'endMa': 350.1}",902,919,,"{-46.1261459837,138.108501023},{-61.7989621037,145.38048629},{-62.2450570161,141.0125723595},{-79.3199981079,161.5258118662},{-80.7409951597,145.9759398741},{-64.2145449221,-56.034395691},{-64.2527063618,-50.5478177502},{-46.418672688,-47.4733049293},{-46.4867929734,-51.2186363752},{-33.0351589146,-46.3637556554},{-26.0455183784,-43.4398042795}"
2707,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 370.0, 'endMa': 360.1}",926,902,,"{-46.1777147775,131.9562989209},{-50.5740519062,179.5323435305},{-46.6842340934,178.2281999622},{-38.562020365,-155.363843594},{-35.9310295123,-157.4131382712},{-20.2347423153,-133.3626404437},{-22.5176332707,-131.0641406824},{1.2825045286,-111.3237631811}"
2708,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 370.0, 'endMa': 360.1}",902,919,,"{-43.7526219002,145.6703985876},{-60.9724452604,158.7315695047},{-62.1344055462,153.6064103762},{-75.7992352977,177.6919606225},{-77.5177227985,166.6712683302},{-65.5794594759,-63.9145312747},{-66.464691354,-57.5699245483},{-45.6591710915,-47.7918302588},{-46.6851203806,-44.056738176},{-19.2483468119,-38.4514216454}"
2709,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 390.0, 'endMa': 370.1}",926,902,,"{-36.505544954,136.9881535446},{-39.2387175052,176.3528824891},{-36.5248882086,175.6456499681},{-29.9418168308,-160.2713741389},{-27.2448832183,-161.1003261081},{-14.7238332758,-136.321164786},{-13.0201840398,-137.9592933544},{4.3903892438,-110.7513830776},{5.8623336217,-108.9744479388}"
2710,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 390.0, 'endMa': 370.1}",902,919,,"{-41.6890162416,163.0150101588},{-64.5905848617,-163.6069542844},{-67.4355908784,-169.5757013708},{-65.2924298334,-78.997627086},{-66.3124644059,-74.8073854333},{-49.2654877733,-54.1593219909},{-51.3079876713,-48.8808026554},{-30.5752761268,-39.4147472225},{-30.9460089767,-35.8624651058},{-4.1050249558,-29.8872458751}"
2711,"Izanagi-Farallon MOR","MidOceanRidge","{'beginMa': 410.0, 'endMa': 390.1}",926,902,,"{-28.875288643,143.2906473286},{-21.7254973225,-161.4332378156},{-19.2911319433,-162.0527604989},{-9.1388341855,-137.0447716105},{-6.5835273304,-137.9573211298},{12.4469860245,-98.048502867}"
2712,"Phoenix-Farallon MOR","MidOceanRidge","{'beginMa': 400.0, 'endMa': 390.1}",902,919,,"{-44.1957033628,171.9341368838},{-64.3737364709,-86.1121114744},{-66.0362891868,-81.6872412864},{-50.6032100704,-53.4188317851},{-49.2611187843,-57.7070170133},{-26.4707346597,-39.934582128},{-25.2483194442,-43.2171880096},{-17.3386631723,-39.1838055688}"
2713,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 295.0, 'endMa': 280.1}",926,919,,"{-45.1325576816,12.4976687889},{-41.7328965788,74.8414500113},{-44.0527513139,77.4948082595},{-4.1037394453000005,108.4384880988}"
2714,"Phoenix-Izanagi MOR","MidOceanRidge","{'beginMa': 310.0, 'endMa': 295.1}",926,919,,"{-53.1111737321,19.6617481133},{-50.7854048747,64.122121527},{-53.8430299658,65.9986943654},{-38.5382213572,93.1266786547},{-39.5104834278,96.7948958167},{3.870027265,112.8955249433}"
